graph_model,sybil_size,overlap,rep,tau,w_eff,r_eff,sampled
erdos_renyi,30,0.7,2,0.29983876002548204,8.995162800764462,8.995162800764462,False
erdos_renyi,30,0.7,3,0.2993388580366495,8.980165741099485,8.980165741099485,False
erdos_renyi,30,0.7,4,0.29971874693444256,8.991562408033277,8.991562408033277,False
erdos_renyi,30,0.7,5,0.29967785812758385,8.990335743827515,8.990335743827515,False
erdos_renyi,30,0.7,6,0.29964444757632847,8.989333427289854,8.989333427289854,False
erdos_renyi,30,0.7,7,0.29984949181077336,8.9954847543232,8.9954847543232,False
erdos_renyi,30,0.7,8,0.2995177256039101,8.985531768117303,8.985531768117303,False
erdos_renyi,30,0.7,9,0.2994508986599348,8.983526959798043,8.983526959798043,False
erdos_renyi,30,0.7,10,0.2994991507263455,8.984974521790365,8.984974521790365,False
erdos_renyi,30,0.7,11,0.2998349383345388,8.995048150036164,8.995048150036164,False
erdos_renyi,30,0.7,12,0.29896823588047383,8.969047076414215,8.969047076414215,False
erdos_renyi,30,0.7,13,0.2991072835444908,8.973218506334725,8.973218506334725,False
erdos_renyi,30,0.7,14,0.29925086734070194,8.977526020221058,8.977526020221058,False
erdos_renyi,30,0.7,15,0.29941626868868687,8.982488060660605,8.982488060660605,False
erdos_renyi,30,0.7,16,0.2990183344804712,8.970550034414137,8.970550034414137,False
erdos_renyi,30,0.7,17,0.2991069914195954,8.973209742587862,8.973209742587862,False
erdos_renyi,30,0.7,18,0.2992386115970924,8.977158347912773,8.977158347912773,False
erdos_renyi,30,0.7,19,0.29961922871464697,8.988576861439409,8.988576861439409,False
erdos_renyi,30,0.7,20,0.2992750591898803,8.978251775696409,8.978251775696409,False
erdos_renyi,30,0.7,21,0.29982448167298315,8.994734450189494,8.994734450189494,False
erdos_renyi,30,0.7,22,0.29979547450064803,8.99386423501944,8.99386423501944,False
erdos_renyi,30,0.7,23,0.2987928278013874,8.963784834041622,8.963784834041622,False
erdos_renyi,30,0.7,24,0.29973018891557723,8.991905667467318,8.991905667467318,False
erdos_renyi,30,0.7,25,0.2998390651721825,8.995171955165475,8.995171955165475,False
erdos_renyi,30,0.7,26,0.2996767223762472,8.990301671287416,8.990301671287416,False
erdos_renyi,30,0.7,27,0.2995462159595774,8.986386478787322,8.986386478787322,False
erdos_renyi,30,0.7,28,0.2993379202064218,8.980137606192654,8.980137606192654,False
erdos_renyi,30,0.7,29,0.2995394008122074,8.986182024366222,8.986182024366222,False
erdos_renyi,30,1.0,0,0.0,0.0,0.0,False
erdos_renyi,30,1.0,1,0.0,0.0,0.0,False
erdos_renyi,30,1.0,2,0.0,0.0,0.0,False
erdos_renyi,30,1.0,3,0.0,0.0,0.0,False
erdos_renyi,30,1.0,4,0.0,0.0,0.0,False
erdos_renyi,30,1.0,5,0.0,0.0,0.0,False
erdos_renyi,30,1.0,6,0.0,0.0,0.0,False
erdos_renyi,30,1.0,7,0.0,0.0,0.0,False
erdos_renyi,30,1.0,8,0.0,0.0,0.0,False
erdos_renyi,30,1.0,9,0.0,0.0,0.0,False
erdos_renyi,30,1.0,10,0.0,0.0,0.0,False
erdos_renyi,30,1.0,11,0.0,0.0,0.0,False
erdos_renyi,30,1.0,12,0.0,0.0,0.0,False
erdos_renyi,30,1.0,13,0.0,0.0,0.0,False
erdos_renyi,30,1.0,14,0.0,0.0,0.0,False
erdos_renyi,30,1.0,15,0.0,0.0,0.0,False
erdos_renyi,30,1.0,16,0.0,0.0,0.0,False
erdos_renyi,30,1.0,17,0.0,0.0,0.0,False
erdos_renyi,30,1.0,18,0.0,0.0,0.0,False
erdos_renyi,30,1.0,19,0.0,0.0,0.0,False
erdos_renyi,30,1.0,20,0.0,0.0,0.0,False
erdos_renyi,30,1.0,21,0.0,0.0,0.0,False
erdos_renyi,30,1.0,22,0.0,0.0,0.0,False
erdos_renyi,30,1.0,23,0.0,0.0,0.0,False
erdos_renyi,30,1.0,24,0.0,0.0,0.0,False
erdos_renyi,30,1.0,25,0.0,0.0,0.0,False
erdos_renyi,30,1.0,26,0.0,0.0,0.0,False
erdos_renyi,30,1.0,27,0.0,0.0,0.0,False
erdos_renyi,30,1.0,28,0.0,0.0,0.0,False
erdos_renyi,30,1.0,29,0.0,0.0,0.0,False
erdos_renyi,100,0.0,0,0.6289773775724765,62.897737757247654,62.897737757247654,True
erdos_renyi,100,0.0,1,0.6297427840683629,62.97427840683629,62.97427840683629,True
erdos_renyi,100,0.0,2,0.6284424339113206,62.84424339113206,62.84424339113206,True
erdos_renyi,100,0.0,3,0.6288928235007911,62.889282350079114,62.889282350079114,True
erdos_renyi,100,0.0,4,0.6288760110636935,62.88760110636935,62.88760110636935,True
erdos_renyi,100,0.0,5,0.6287852172941413,62.878521729414125,62.878521729414125,True
erdos_renyi,100,0.0,6,0.6296908409398045,62.969084093980456,62.969084093980456,True
erdos_renyi,100,0.0,7,0.6290097724904221,62.900977249042214,62.900977249042214,True
erdos_renyi,100,0.0,8,0.628910515840938,62.8910515840938,62.8910515840938,True
erdos_renyi,100,0.0,9,0.6285318122636168,62.85318122636168,62.85318122636168,True
erdos_renyi,100,0.0,10,0.629243581636993,62.9243581636993,62.9243581636993,True
erdos_renyi,100,0.0,11,0.6288742574548671,62.887425745486716,62.887425745486716,True
erdos_renyi,100,0.0,12,0.6290083659175324,62.90083659175324,62.90083659175324,True
erdos_renyi,100,0.0,13,0.6289453795879719,62.894537958797194,62.894537958797194,True
erdos_renyi,100,0.0,14,0.6299399635079455,62.993996350794546,62.993996350794546,True
erdos_renyi,100,0.0,15,0.6292165707630559,62.92165707630559,62.92165707630559,True
erdos_renyi,100,0.0,16,0.6293144891708694,62.93144891708694,62.93144891708694,True
erdos_renyi,100,0.0,17,0.6294128284386983,62.94128284386983,62.94128284386983,True
erdos_renyi,100,0.0,18,0.6296001897497188,62.960018974971874,62.960018974971874,True
erdos_renyi,100,0.0,19,0.6290588596832192,62.90588596832192,62.90588596832192,True
erdos_renyi,100,0.0,20,0.6292601465758983,62.92601465758983,62.92601465758983,True
erdos_renyi,100,0.0,21,0.6292234693801366,62.92234693801366,62.92234693801366,True
erdos_renyi,100,0.0,22,0.6296285551338712,62.96285551338712,62.96285551338712,True
erdos_renyi,100,0.0,23,0.629308279508952,62.93082795089519,62.93082795089519,True
erdos_renyi,100,0.0,24,0.6288793088316269,62.88793088316269,62.88793088316269,True
erdos_renyi,100,0.0,25,0.6291131797360952,62.91131797360951,62.91131797360951,True
erdos_renyi,100,0.0,26,0.6293425240847511,62.93425240847511,62.93425240847511,True
erdos_renyi,100,0.0,27,0.6294662643482302,62.94662643482302,62.94662643482302,True
erdos_renyi,100,0.0,28,0.6290351317839296,62.903513178392956,62.903513178392956,True
erdos_renyi,100,0.0,29,0.6293594161193624,62.935941611936244,62.935941611936244,True
erdos_renyi,100,0.3,0,0.54333902410719,54.333902410719006,54.333902410719006,True
erdos_renyi,100,0.3,1,0.5438681510261014,54.38681510261014,54.38681510261014,True
erdos_renyi,100,0.3,2,0.5430089528144497,54.30089528144497,54.30089528144497,True
erdos_renyi,100,0.3,3,0.5430567264120421,54.305672641204204,54.305672641204204,True
erdos_renyi,100,0.3,4,0.54325482119069,54.325482119069,54.325482119069,True
erdos_renyi,100,0.3,5,0.54280800478382,54.280800478382,54.280800478382,True
erdos_renyi,100,0.3,6,0.5433482486310979,54.33482486310979,54.33482486310979,True
erdos_renyi,100,0.3,7,0.5433248847361469,54.332488473614696,54.332488473614696,True
